seed,initialization_strategy,architecture,depth,target,topology,operator_family,training_rmse,heldout_rmse,best_loss,hardened_expression,tree_signature,structural_match,failure_type,nan_restarts,wall_seconds
145,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008059491044191617,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, 1, 1, y, 1, 1, y, x, x, x, 1, x, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.68
145,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007979023466087155,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, 1, 1, y, x, x, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.66
145,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000792347494940453,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, 1, 1, y, x, x, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.61
145,random_hot,v16,4,d4_T4,RR,EML,3.930192e+00,3.844947e+00,0.0007079988142581422,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, 1, 1, y, y, y, x, x, y, x, x, 1, y, y, 1 |   Gates:  (0,1), (1,1), (1,1), (0,0), (0,0), (0,0), (1,0), (0,1), (1,1), (1,1), (1,1), (1,0), (1,0), (0,1), (0,1)",internal=[] leaves=[],no,training_failure,0,10.86
146,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008198632099881148,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, 1, x, 1, y, x, x, x, 1, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.51
146,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008035330652106044,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, 1, x, 1, y, x, x, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.45
146,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007983086801037976,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, x, y, x, x, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.62
146,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008227597516297349,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, x, 1, 1, x, 1, y, x, y, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (0,0), (1,0), (0,0), (0,0), (1,0), (0,1), (1,0), (1,1), (1,1), (0,0), (1,0), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,10.91
147,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007500736757827817,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, 1, 1, 1, 1, 1, 1, y, x, y, x, 1, 1, y, 1, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.7
147,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007603163023043082,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, 1, 1, y, 1, x, y, x, y, x, y, 1, y, 1, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.45
147,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007623798209474683,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, y, x, y, x, x, y, x, y, x, y, 1, y, 1, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.2
147,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.00018319975414528113,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, x, 1, y, 1, 1, 1, y, x, y, x, x, x, y, x, x |   Gates:  (1,1), (1,1), (0,1), (1,0), (0,0), (0,1), (0,0), (0,0), (0,0), (1,1), (1,1), (0,0), (1,0), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,0,12.77
148,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008631044964126699,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, y, 1, 1, x, 1, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.36
148,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000862894577140186,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, y, 1, y, x, 1, y, x, x, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.56
148,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008685533582070208,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, y, x, x, x, x, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.35
148,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000613555771667752,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, x, 1, y, y, 1, y, x, y, y, 1, y, x, x, y |   Gates:  (1,1), (1,0), (1,1), (1,0), (0,0), (1,1), (1,0), (0,0), (0,1), (0,1), (1,1), (1,0), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,12.45
149,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007785394489444441,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, 1, x, 1, y, x, x, x, 1, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.69
149,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007636465804403227,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, 1, x, 1, y, x, y, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.6
149,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007535425953505209,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, y, x, y, x, x, y, x, y, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.48
149,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000566221721438776,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, x, x, x, y, x, y, y, 1, x, 1, 1, x |   Gates:  (1,0), (1,1), (0,0), (1,1), (1,0), (1,1), (1,0), (1,1), (0,1), (1,1), (1,1), (0,0), (1,1), (0,1), (1,1)",internal=[] leaves=[],no,training_failure,0,12.62
150,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007870435622668592,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, 1, x, 1, 1, x, x, 1, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.82
150,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000764961487322791,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, y, x, 1, y, x, y, x, y, x, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.77
150,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007595494825482881,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, y, x, 1, y, x, y, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.58
150,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0008665133802764843,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, x, x, 1, x, 1, y, x, y, 1, y, x, y, y, x |   Gates:  (0,0), (1,1), (1,0), (1,1), (0,0), (1,0), (1,0), (1,0), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,0,10.52
151,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008561588720798118,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, 1, 1, 1, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.49
151,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008499197415356107,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, y, x, 1, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.38
151,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008368534796574194,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, y, x, 1, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.36
151,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.00093128676037345,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, 1, x, x, x, x, y, x, y, x, y, x, y, y, x |   Gates:  (0,1), (1,0), (1,0), (0,0), (1,1), (0,1), (1,0), (1,0), (1,1), (0,0), (0,0), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,10.42
152,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007378407392590017,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, x, 1, 1, 1, 1, y, x, y, 1, 1, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.78
152,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007485222390325176,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, x, x, x, 1, y, x, y, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.71
152,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007514138504861829,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, x, x, x, x, 1, y, x, y, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.5
152,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,inf,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, y, x, y, x, x, x, y, x, x, 1, y, y, y, x |   Gates:  (0,1), (1,1), (1,1), (1,1), (1,0), (1,0), (1,1), (0,1), (1,1), (0,0), (0,1), (1,0), (0,1), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,100,3.51
153,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008524834216127441,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, y, 1, 1, x, 1, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.02
153,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008488326662743392,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, y, 1, x, x, x, y, x, x, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,0), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.05
153,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000851175606598202,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, x, x, x, y, x, x, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,0), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (0,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.1
153,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0011240471938116768,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, x, y, 1, x, x, 1, y, y, y, y, 1, x, y, 1, x |   Gates:  (1,0), (1,1), (0,0), (0,1), (1,0), (0,1), (1,1), (1,0), (1,0), (1,1), (1,1), (1,1), (0,1), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,0,10.9
154,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007457697703172031,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, 1, 1, 1, 1, 1, 1, x, y, x, 1, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.79
154,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007521692822295605,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, y, y, x, y, x, y, x, y, x, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.75
154,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007503266809798712,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, x, 1, y, y, x, y, x, y, x, y, x, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.68
154,random_hot,v16,4,d4_T4,RR,EML,1.677142e+00,1.776590e+00,0.0010526812916026784,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, x, 1, x, x, y, 1, x, 1, y, 1, 1, x, y, x, y |   Gates:  (1,1), (1,0), (0,0), (1,0), (1,1), (1,1), (0,1), (0,0), (1,1), (1,1), (1,1), (1,0), (1,0), (0,1), (1,0)",internal=[] leaves=[],no,training_failure,0,12.26
155,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007706685205777446,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, 1, 1, 1, y, x, x, 1, 1, 1, y, 1, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,12.31
155,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007645788447041854,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, x, 1, y, 1, x, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.81
155,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007562768427769491,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, x, x, y, x, x, y, x, y, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.57
155,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007352804574031779,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, 1, x, 1, y, x, y, x, y, y, y, x, y, 1, x |   Gates:  (1,1), (0,0), (0,0), (0,0), (1,1), (0,1), (0,1), (1,0), (1,0), (0,1), (1,1), (1,0), (1,0), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,10.37
156,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007839044776291134,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, 1, 1, 1, x, 1, 1, x, x, x, y, 1, 1, 1, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.75
156,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007619582775916796,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, x, 1, y, x, 1, 1, x, y, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.43
156,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007624599089490195,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, x, 1, y, x, 1, y, x, y, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.15
156,random_hot,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0009678132486650047,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, x, x, x, y, x, 1, y, x, x, x, 1, x, 1, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,1), (0,1), (1,0), (1,1), (1,1), (1,1), (0,1), (1,0), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,10.89
157,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007890544239675352,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, x, 1, 1, y, 1, 1, 1, x, x, 1, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.9
157,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007867881289465616,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, y, 1, y, x, 1, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.92
157,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007836551899828241,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, y, y, y, y, x, 1, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.93
157,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.0011920229961498489,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, 1, x, x, y, 1, y, y, x, y, x, y, x, x, x |   Gates:  (1,1), (0,1), (0,1), (0,0), (1,0), (0,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,0,11.38
158,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008276777703813932,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, 1, x, 1, 1, y, x, x, x, 1, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.59
158,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008159703181539891,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, x, x, x, x, y, x, x, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.82
158,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008102575644925712,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, y, x, x, x, x, y, x, x, x, y, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.61
158,random_hot,v16,4,d4_T4,RR,EML,2.825685e-01,3.364046e-01,0.00023511465287883823,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: y, y, y, x, y, x, x, y, 1, y, x, y, x, y, y, 1 |   Gates:  (1,1), (0,1), (1,0), (0,0), (0,1), (1,0), (0,0), (0,1), (1,1), (1,1), (0,0), (0,1), (1,1), (1,1), (1,0)",internal=[] leaves=[],no,training_failure,0,10.86
159,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007963736097654727,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, 1, 1, 1, y, 1, 1, 1, x, x, 1, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.58
159,uniform,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.000784293064759708,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, x, y, 1, y, 1, x, y, x, x, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.58
159,xy_biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0007672306294766451,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, x, y, 1, y, x, x, y, x, y, x, y, 1, y, y, 1 |   Gates:  (1,1), (1,1), (1,1), (1,1), (0,0), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.61
159,random_hot,v16,4,d4_T4,RR,EML,inf,inf,inf,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: x, 1, y, 1, y, y, y, y, x, y, y, 1, y, y, 1, 1 |   Gates:  (1,1), (1,1), (1,1), (1,0), (1,1), (1,1), (1,1), (1,1), (0,0), (1,1), (1,1), (1,0), (0,1), (1,1), (0,0)",internal=[] leaves=[],no,training_failure,100,3.57
160,biased,v16,4,d4_T4,RR,EML,1.098912e+00,1.029774e+00,0.0008196159036340601,"EMLTreeV16 (depth=4, n_vars=2, params=78) |   Leaves: 1, y, 1, 1, 1, x, 1, y, x, x, x, 1, 1, y, y, x |   Gates:  (1,1), (1,1), (1,1), (1,1), (1,0), (0,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1), (1,1)",internal=[] leaves=[],no,training_failure,0,11.61
